skill,recipe_key,recipe_name,unlock_at,difficulty,xp_multiplier,station,csv_path
skill_alchemy,recipe_activatable_potion_arcance_resistance_small_39,recipe_activatable_potion_arcance_resistance_small_39,0,22,2.3,,skill_alchemy\recipe_activatable_potion_arcance_resistance_small_39.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_small_43,recipe_activatable_potion_arcance_resistance_small_43,0,25,2.6,,skill_alchemy\recipe_activatable_potion_arcance_resistance_small_43.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_small_52,recipe_activatable_potion_arcance_resistance_small_52,0,28,2.9,,skill_alchemy\recipe_activatable_potion_arcance_resistance_small_52.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_medium_60,recipe_activatable_potion_arcance_resistance_medium_60,0,32,3.4,,skill_alchemy\recipe_activatable_potion_arcance_resistance_medium_60.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_medium_68,recipe_activatable_potion_arcance_resistance_medium_68,0,35,3.9,,skill_alchemy\recipe_activatable_potion_arcance_resistance_medium_68.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_medium_76,recipe_activatable_potion_arcance_resistance_medium_76,0,38,4.3,,skill_alchemy\recipe_activatable_potion_arcance_resistance_medium_76.csv
skill_alchemy,recipe_activatable_potion_arcance_resistance_medium_84,recipe_activatable_potion_arcance_resistance_medium_84,0,41,4.9,,skill_alchemy\recipe_activatable_potion_arcance_resistance_medium_84.csv
skill_alchemy,recipe_activatable_potion_hp_potion_tiny_2,recipe_activatable_potion_hp_potion_tiny_2,0,2,1.1,,skill_alchemy\recipe_activatable_potion_hp_potion_tiny_2.csv
skill_alchemy,recipe_activatable_potion_hp_potion_tiny_9,recipe_activatable_potion_hp_potion_tiny_9,0,10,1.4,,skill_alchemy\recipe_activatable_potion_hp_potion_tiny_9.csv
skill_alchemy,recipe_activatable_potion_hp_potion_very_small_20,recipe_activatable_potion_hp_potion_very_small_20,0,15,1.8,,skill_alchemy\recipe_activatable_potion_hp_potion_very_small_20.csv
skill_alchemy,recipe_activatable_potion_hp_potion_very_small_33,recipe_activatable_potion_hp_potion_very_small_33,0,20,2.1,,skill_alchemy\recipe_activatable_potion_hp_potion_very_small_33.csv
skill_alchemy,recipe_activatable_potion_hp_potion_small_45,recipe_activatable_potion_hp_potion_small_45,0,25,2.6,,skill_alchemy\recipe_activatable_potion_hp_potion_small_45.csv
skill_alchemy,recipe_activatable_potion_hp_potion_small_55,recipe_activatable_potion_hp_potion_small_55,0,30,3.2,,skill_alchemy\recipe_activatable_potion_hp_potion_small_55.csv
skill_alchemy,recipe_activatable_potion_hp_potion_medium_71,recipe_activatable_potion_hp_potion_medium_71,0,36,4.0,,skill_alchemy\recipe_activatable_potion_hp_potion_medium_71.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_tiny_3,recipe_activatable_potion_hp_regeneration_tiny_3,0,4,1.1,,skill_alchemy\recipe_activatable_potion_hp_regeneration_tiny_3.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_tiny_10,recipe_activatable_potion_hp_regeneration_tiny_10,0,10,1.4,,skill_alchemy\recipe_activatable_potion_hp_regeneration_tiny_10.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_very_small_21,recipe_activatable_potion_hp_regeneration_very_small_21,0,15,1.8,,skill_alchemy\recipe_activatable_potion_hp_regeneration_very_small_21.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_very_small_34,recipe_activatable_potion_hp_regeneration_very_small_34,0,20,2.1,,skill_alchemy\recipe_activatable_potion_hp_regeneration_very_small_34.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_small_46,recipe_activatable_potion_hp_regeneration_small_46,0,25,2.6,,skill_alchemy\recipe_activatable_potion_hp_regeneration_small_46.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_small_56,recipe_activatable_potion_hp_regeneration_small_56,0,30,3.2,,skill_alchemy\recipe_activatable_potion_hp_regeneration_small_56.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_medium_72,recipe_activatable_potion_hp_regeneration_medium_72,0,36,4.0,,skill_alchemy\recipe_activatable_potion_hp_regeneration_medium_72.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_tiny_5,recipe_activatable_potion_potion_of_protection_tiny_5,0,7,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_protection_tiny_5.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_tiny_6,recipe_activatable_potion_potion_of_spirit_tiny_6,0,8,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_tiny_6.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_tiny_7,recipe_activatable_potion_potion_of_vitality_tiny_7,0,8,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_tiny_7.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_tiny_11,recipe_activatable_potion_potion_of_protection_tiny_11,0,11,1.5,,skill_alchemy\recipe_activatable_potion_potion_of_protection_tiny_11.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_very_small_13,recipe_activatable_potion_potion_of_spirit_very_small_13,0,12,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_very_small_13.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_very_small_14,recipe_activatable_potion_potion_of_vitality_very_small_14,0,12,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_very_small_14.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_18,recipe_activatable_potion_potion_of_protection_very_small_18,0,13,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_18.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_25,recipe_activatable_potion_potion_of_protection_very_small_25,0,16,1.8,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_25.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_very_small_26,recipe_activatable_potion_potion_of_spirit_very_small_26,0,17,1.9,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_very_small_26.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_very_small_27,recipe_activatable_potion_potion_of_vitality_very_small_27,0,17,1.9,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_very_small_27.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_32,recipe_activatable_potion_potion_of_protection_very_small_32,0,19,2.1,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_32.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_small_36,recipe_activatable_potion_potion_of_spirit_small_36,0,21,2.2,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_small_36.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_small_37,recipe_activatable_potion_potion_of_vitality_small_37,0,21,2.2,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_small_37.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_41,recipe_activatable_potion_potion_of_protection_small_41,0,23,2.4,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_41.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_47,recipe_activatable_potion_potion_of_protection_small_47,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_47.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_small_48,recipe_activatable_potion_potion_of_spirit_small_48,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_small_48.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_small_49,recipe_activatable_potion_potion_of_vitality_small_49,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_small_49.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_54,recipe_activatable_potion_potion_of_protection_small_54,0,29,3.0,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_54.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_61,recipe_activatable_potion_potion_of_protection_medium_61,0,32,3.4,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_61.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_medium_63,recipe_activatable_potion_potion_of_spirit_medium_63,0,33,3.6,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_medium_63.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_medium_64,recipe_activatable_potion_potion_of_vitality_medium_64,0,33,3.6,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_medium_64.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_69,recipe_activatable_potion_potion_of_protection_medium_69,0,35,3.9,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_69.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_77,recipe_activatable_potion_potion_of_protection_medium_77,0,38,4.3,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_77.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_medium_79,recipe_activatable_potion_potion_of_spirit_medium_79,0,39,4.5,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_medium_79.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_medium_80,recipe_activatable_potion_potion_of_vitality_medium_80,0,39,4.5,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_medium_80.csv
skill_blacksmithing,recipe_item_material_crafting_iron_anvil_head,recipe_item_material_crafting_iron_anvil_head,5,10,1.4,,skill_blacksmithing\recipe_item_material_crafting_iron_anvil_head.csv
skill_blacksmithing,recipe_item_material_crafting_steel_anvil_head,recipe_item_material_crafting_steel_anvil_head,24,39,4.3,,skill_blacksmithing\recipe_item_material_crafting_steel_anvil_head.csv
skill_blacksmithing,recipe_item_material_iron_arrowhead,recipe_item_material_iron_arrowhead,9,20,1.9,,skill_blacksmithing\recipe_item_material_iron_arrowhead.csv
skill_blacksmithing,recipe_item_material_iron_axe_blade,recipe_item_material_iron_axe_blade,8,18,1.9,,skill_blacksmithing\recipe_item_material_iron_axe_blade.csv
skill_blacksmithing,recipe_item_material_iron_bar,recipe_item_material_iron_bar,6,12,1.4,,skill_blacksmithing\recipe_item_material_iron_bar.csv
skill_blacksmithing,recipe_item_material_iron_hinges,recipe_item_material_iron_hinges,6,13,1.6,,skill_blacksmithing\recipe_item_material_iron_hinges.csv
skill_blacksmithing,recipe_item_material_iron_knife_blade,recipe_item_material_iron_knife_blade,6,13,1.5,,skill_blacksmithing\recipe_item_material_iron_knife_blade.csv
skill_blacksmithing,recipe_item_material_iron_nails,recipe_item_material_iron_nails,7,15,1.6,,skill_blacksmithing\recipe_item_material_iron_nails.csv
skill_blacksmithing,recipe_item_material_iron_sheet,recipe_item_material_iron_sheet,7,15,1.6,,skill_blacksmithing\recipe_item_material_iron_sheet.csv
skill_blacksmithing,recipe_item_material_iron_spike,recipe_item_material_iron_spike,7,16,1.7,,skill_blacksmithing\recipe_item_material_iron_spike.csv
skill_blacksmithing,recipe_item_material_iron_studs,recipe_item_material_iron_studs,7,17,1.7,,skill_blacksmithing\recipe_item_material_iron_studs.csv
skill_blacksmithing,recipe_item_material_iron_sword_blade,recipe_item_material_iron_sword_blade,6,14,1.5,,skill_blacksmithing\recipe_item_material_iron_sword_blade.csv
skill_blacksmithing,recipe_item_material_iron_wire,recipe_item_material_iron_wire,7,16,1.7,,skill_blacksmithing\recipe_item_material_iron_wire.csv
skill_blacksmithing,recipe_item_material_silver_arrowhead,recipe_item_material_silver_arrowhead,16,30,2.9,,skill_blacksmithing\recipe_item_material_silver_arrowhead.csv
skill_blacksmithing,recipe_item_material_steel_arrowhead,recipe_item_material_steel_arrowhead,25,40,4.3,,skill_blacksmithing\recipe_item_material_steel_arrowhead.csv
skill_blacksmithing,recipe_item_material_steel_axe_blade,recipe_item_material_steel_axe_blade,23,38,4.1,,skill_blacksmithing\recipe_item_material_steel_axe_blade.csv
skill_blacksmithing,recipe_item_material_steel_bar,recipe_item_material_steel_bar,18,32,3.1,,skill_blacksmithing\recipe_item_material_steel_bar.csv
skill_blacksmithing,recipe_item_material_steel_sheet,recipe_item_material_steel_sheet,20,35,3.5,,skill_blacksmithing\recipe_item_material_steel_sheet.csv
skill_blacksmithing,recipe_item_material_steel_spike,recipe_item_material_steel_spike,21,36,3.6,,skill_blacksmithing\recipe_item_material_steel_spike.csv
skill_blacksmithing,recipe_item_material_steel_studs,recipe_item_material_steel_studs,22,37,3.8,,skill_blacksmithing\recipe_item_material_steel_studs.csv
skill_blacksmithing,recipe_item_material_steel_sword_blade,recipe_item_material_steel_sword_blade,20,34,3.4,,skill_blacksmithing\recipe_item_material_steel_sword_blade.csv
skill_blacksmithing,recipe_item_material_steel_wire,recipe_item_material_steel_wire,21,36,3.6,,skill_blacksmithing\recipe_item_material_steel_wire.csv
skill_blacksmithing,recipe_item_material_wrought_iron_arrowhead,recipe_item_material_wrought_iron_arrowhead,16,30,2.9,,skill_blacksmithing\recipe_item_material_wrought_iron_arrowhead.csv
skill_blacksmithing,recipe_item_material_wrought_iron_axe_blade,recipe_item_material_wrought_iron_axe_blade,14,28,2.8,,skill_blacksmithing\recipe_item_material_wrought_iron_axe_blade.csv
skill_blacksmithing,recipe_item_material_wrought_iron_bar,recipe_item_material_wrought_iron_bar,9,22,2.1,,skill_blacksmithing\recipe_item_material_wrought_iron_bar.csv
skill_blacksmithing,recipe_item_material_wrought_iron_nails,recipe_item_material_wrought_iron_nails,12,25,2.4,,skill_blacksmithing\recipe_item_material_wrought_iron_nails.csv
skill_blacksmithing,recipe_item_material_wrought_iron_sheet,recipe_item_material_wrought_iron_sheet,12,25,2.4,,skill_blacksmithing\recipe_item_material_wrought_iron_sheet.csv
skill_blacksmithing,recipe_item_material_wrought_iron_spike,recipe_item_material_wrought_iron_spike,13,26,2.5,,skill_blacksmithing\recipe_item_material_wrought_iron_spike.csv
skill_blacksmithing,recipe_item_material_wrought_iron_studs,recipe_item_material_wrought_iron_studs,13,27,2.6,,skill_blacksmithing\recipe_item_material_wrought_iron_studs.csv
skill_blacksmithing,recipe_item_material_wrought_iron_sword_blade,recipe_item_material_wrought_iron_sword_blade,11,24,2.3,,skill_blacksmithing\recipe_item_material_wrought_iron_sword_blade.csv
skill_tailoring,recipe_item_material_cotton_string,recipe_item_material_cotton_string,0,21,2.0,,skill_tailoring\recipe_item_material_cotton_string.csv
skill_tailoring,recipe_item_material_linen_string,recipe_item_material_linen_string,0,2,1.0,,skill_tailoring\recipe_item_material_linen_string.csv
skill_tailoring,recipe_item_material_wool_string,recipe_item_material_wool_string,0,11,1.4,,skill_tailoring\recipe_item_material_wool_string.csv
skill_leatherworking,recipe_item_material_leather_bands,recipe_item_material_leather_bands,19,33,3.2,,skill_leatherworking\recipe_item_material_leather_bands.csv
skill_leatherworking,recipe_item_material_leather_string,recipe_item_material_leather_string,17,31,3.0,,skill_leatherworking\recipe_item_material_leather_string.csv
skill_cooking,recipe_item_material_bee_honey,recipe_item_material_bee_honey,0,1,0.9,,skill_cooking\recipe_item_material_bee_honey.csv
skill_cooking,recipe_item_material_bee_wax,recipe_item_material_bee_wax,0,1,0.9,,skill_cooking\recipe_item_material_bee_wax.csv
skill_building,recipe_item_material_charcoal,recipe_item_material_charcoal,0,1,1.0,,skill_building\recipe_item_material_charcoal.csv
skill_building,recipe_item_material_charcoal_heartwood,recipe_item_material_charcoal_heartwood,0,1,1.0,,skill_building\recipe_item_material_charcoal_heartwood.csv
skill_building,recipe_item_material_clay_bricks,recipe_item_material_clay_bricks,0,8,1.3,,skill_building\recipe_item_material_clay_bricks.csv
