skill,recipe_key,recipe_name,unlock_at,difficulty,xp_multiplier,station,csv_path
skill_alchemy,recipe_activatable_potion_arcance_resistance_medium_84,Poison Resistance III,0,41,4.9,,skill_alchemy\recipe_activatable_potion_arcance_resistance_medium_84.csv
skill_alchemy,recipe_activatable_potion_hp_potion_tiny_2,Weak Health Tonic I,0,2,1.1,,skill_alchemy\recipe_activatable_potion_hp_potion_tiny_2.csv
skill_alchemy,recipe_activatable_potion_hp_potion_tiny_9,Weak Health Tonic II,0,10,1.4,,skill_alchemy\recipe_activatable_potion_hp_potion_tiny_9.csv
skill_alchemy,recipe_activatable_potion_hp_potion_very_small_20,Weak Health Tonic III,0,15,1.8,,skill_alchemy\recipe_activatable_potion_hp_potion_very_small_20.csv
skill_alchemy,recipe_activatable_potion_hp_potion_very_small_33,Minor Health Tonic I,0,20,2.1,,skill_alchemy\recipe_activatable_potion_hp_potion_very_small_33.csv
skill_alchemy,recipe_activatable_potion_hp_potion_small_45,Minor Health Tonic II,0,25,2.6,,skill_alchemy\recipe_activatable_potion_hp_potion_small_45.csv
skill_alchemy,recipe_activatable_potion_hp_potion_small_55,Minor Health Tonic III,0,30,3.2,,skill_alchemy\recipe_activatable_potion_hp_potion_small_55.csv
skill_alchemy,recipe_activatable_potion_hp_potion_medium_71,Health Tonic I,0,36,4.0,,skill_alchemy\recipe_activatable_potion_hp_potion_medium_71.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_tiny_3,Weak Healing Potion I,0,4,1.1,,skill_alchemy\recipe_activatable_potion_hp_regeneration_tiny_3.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_tiny_10,Weak Healing Potion II,0,10,1.4,,skill_alchemy\recipe_activatable_potion_hp_regeneration_tiny_10.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_very_small_21,Weak Healing Potion III,0,15,1.8,,skill_alchemy\recipe_activatable_potion_hp_regeneration_very_small_21.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_very_small_34,Minor Healing Potion I,0,20,2.1,,skill_alchemy\recipe_activatable_potion_hp_regeneration_very_small_34.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_small_46,Minor Healing Potion II,0,25,2.6,,skill_alchemy\recipe_activatable_potion_hp_regeneration_small_46.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_small_56,Minor Healing Potion III,0,30,3.2,,skill_alchemy\recipe_activatable_potion_hp_regeneration_small_56.csv
skill_alchemy,recipe_activatable_potion_hp_regeneration_medium_72,Healing Potion I,0,36,4.0,,skill_alchemy\recipe_activatable_potion_hp_regeneration_medium_72.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_tiny_5,Aegis Potion I,0,7,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_protection_tiny_5.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_tiny_6,Small Potion of Spirit I,0,8,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_tiny_6.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_tiny_7,Weak Tonic of Vitality I,0,8,1.3,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_tiny_7.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_tiny_11,Aegis Potion II,0,11,1.5,,skill_alchemy\recipe_activatable_potion_potion_of_protection_tiny_11.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_very_small_13,Small Potion of Spirit II,0,12,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_very_small_13.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_very_small_14,Weak Tonic of Vitality II,0,12,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_very_small_14.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_18,Aegis Potion III,0,13,1.6,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_18.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_25,Aegis Potion IV,0,16,1.8,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_25.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_very_small_26,Small Potion of Spirit III,0,17,1.9,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_very_small_26.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_very_small_27,Weak Tonic of Vitality III,0,17,1.9,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_very_small_27.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_very_small_32,Aegis Potion V,0,19,2.1,,skill_alchemy\recipe_activatable_potion_potion_of_protection_very_small_32.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_small_36,Potion of Spirit I,0,21,2.2,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_small_36.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_small_37,Minor Tonic of Vitality I,0,21,2.2,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_small_37.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_41,Aegis Potion VI,0,23,2.4,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_41.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_47,Aegis Potion VII,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_47.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_small_48,Potion of Spirit II,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_small_48.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_small_49,Minor Tonic of Vitality II,0,26,2.7,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_small_49.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_small_54,Aegis Potion VIII,0,29,3.0,,skill_alchemy\recipe_activatable_potion_potion_of_protection_small_54.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_61,Aegis Potion IX,0,32,3.4,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_61.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_medium_63,Large Potion of Spirit I,0,33,3.6,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_medium_63.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_medium_64,Minor Tonic of Vitality III,0,33,3.6,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_medium_64.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_69,Aegis Potion X,0,35,3.9,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_69.csv
skill_alchemy,recipe_activatable_potion_potion_of_protection_medium_77,Potion of the Aegis,0,38,4.3,,skill_alchemy\recipe_activatable_potion_potion_of_protection_medium_77.csv
skill_alchemy,recipe_activatable_potion_potion_of_spirit_medium_79,Large Potion of Spirit II,0,39,4.5,,skill_alchemy\recipe_activatable_potion_potion_of_spirit_medium_79.csv
skill_alchemy,recipe_activatable_potion_potion_of_vitality_medium_80,Tonic of Vitality I,0,39,4.5,,skill_alchemy\recipe_activatable_potion_potion_of_vitality_medium_80.csv
skill_blacksmithing,recipe_item_material_crafting_iron_anvil_head,Iron Anvil Head,5,10,1.4,,skill_blacksmithing\recipe_item_material_crafting_iron_anvil_head.csv
skill_blacksmithing,recipe_item_material_crafting_steel_anvil_head,Steel Anvil Head,24,39,4.3,,skill_blacksmithing\recipe_item_material_crafting_steel_anvil_head.csv
skill_blacksmithing,recipe_item_material_iron_arrowhead,Iron Arrowhead,9,20,1.9,,skill_blacksmithing\recipe_item_material_iron_arrowhead.csv
skill_blacksmithing,recipe_item_material_iron_axe_blade,Iron Axe Head,8,18,1.9,,skill_blacksmithing\recipe_item_material_iron_axe_blade.csv
skill_blacksmithing,recipe_item_material_iron_bar,Iron Bar,6,12,1.4,,skill_blacksmithing\recipe_item_material_iron_bar.csv
skill_blacksmithing,recipe_item_material_iron_hinges,Iron Hinges,6,13,1.6,,skill_blacksmithing\recipe_item_material_iron_hinges.csv
skill_blacksmithing,recipe_item_material_iron_knife_blade,Iron Knife Blade,6,13,1.5,,skill_blacksmithing\recipe_item_material_iron_knife_blade.csv
skill_blacksmithing,recipe_item_material_iron_nails,Iron Nails,7,15,1.6,,skill_blacksmithing\recipe_item_material_iron_nails.csv
skill_blacksmithing,recipe_item_material_iron_sheet,Iron Sheet,7,15,1.6,,skill_blacksmithing\recipe_item_material_iron_sheet.csv
skill_blacksmithing,recipe_item_material_iron_spike,Iron Spike,7,16,1.7,,skill_blacksmithing\recipe_item_material_iron_spike.csv
skill_blacksmithing,recipe_item_material_iron_studs,Iron Studs,7,17,1.7,,skill_blacksmithing\recipe_item_material_iron_studs.csv
skill_blacksmithing,recipe_item_material_iron_sword_blade,Iron Sword Blade,6,14,1.5,,skill_blacksmithing\recipe_item_material_iron_sword_blade.csv
skill_blacksmithing,recipe_item_material_iron_wire,Iron Wire,7,16,1.7,,skill_blacksmithing\recipe_item_material_iron_wire.csv
skill_blacksmithing,recipe_item_material_silver_arrowhead,Silver Arrowhead,16,30,2.9,,skill_blacksmithing\recipe_item_material_silver_arrowhead.csv
skill_blacksmithing,recipe_item_material_steel_arrowhead,Steel Arrowhead,25,40,4.3,,skill_blacksmithing\recipe_item_material_steel_arrowhead.csv
skill_blacksmithing,recipe_item_material_steel_axe_blade,Steel Axe Head,23,38,4.1,,skill_blacksmithing\recipe_item_material_steel_axe_blade.csv
skill_blacksmithing,recipe_item_material_steel_bar,Steel Bar,18,32,3.1,,skill_blacksmithing\recipe_item_material_steel_bar.csv
skill_blacksmithing,recipe_item_material_steel_sheet,Steel Sheet,20,35,3.5,,skill_blacksmithing\recipe_item_material_steel_sheet.csv
skill_blacksmithing,recipe_item_material_steel_spike,Steel Spike,21,36,3.6,,skill_blacksmithing\recipe_item_material_steel_spike.csv
skill_blacksmithing,recipe_item_material_steel_studs,Steel Studs,22,37,3.8,,skill_blacksmithing\recipe_item_material_steel_studs.csv
skill_blacksmithing,recipe_item_material_steel_sword_blade,Steel Sword Blade,20,34,3.4,,skill_blacksmithing\recipe_item_material_steel_sword_blade.csv
skill_blacksmithing,recipe_item_material_steel_wire,Steel Wire,21,36,3.6,,skill_blacksmithing\recipe_item_material_steel_wire.csv
skill_blacksmithing,recipe_item_material_wrought_iron_arrowhead,Wrought Iron Arrowhead,16,30,2.9,,skill_blacksmithing\recipe_item_material_wrought_iron_arrowhead.csv
skill_blacksmithing,recipe_item_material_wrought_iron_axe_blade,Wrought Iron Axe Head,14,28,2.8,,skill_blacksmithing\recipe_item_material_wrought_iron_axe_blade.csv
skill_blacksmithing,recipe_item_material_wrought_iron_bar,Wrought Iron Bar,9,22,2.1,,skill_blacksmithing\recipe_item_material_wrought_iron_bar.csv
skill_blacksmithing,recipe_item_material_wrought_iron_nails,Wrought Iron Nails,12,25,2.4,,skill_blacksmithing\recipe_item_material_wrought_iron_nails.csv
skill_blacksmithing,recipe_item_material_wrought_iron_sheet,Wrought Iron Sheet,12,25,2.4,,skill_blacksmithing\recipe_item_material_wrought_iron_sheet.csv
skill_blacksmithing,recipe_item_material_wrought_iron_spike,Wrought Iron Spike,13,26,2.5,,skill_blacksmithing\recipe_item_material_wrought_iron_spike.csv
skill_blacksmithing,recipe_item_material_wrought_iron_studs,Wrought Iron Studs,13,27,2.6,,skill_blacksmithing\recipe_item_material_wrought_iron_studs.csv
skill_blacksmithing,recipe_item_material_wrought_iron_sword_blade,Wrought Iron Sword Blade,11,24,2.3,,skill_blacksmithing\recipe_item_material_wrought_iron_sword_blade.csv
skill_tailoring,recipe_item_material_cotton_string,Cotton Cord,0,21,2.0,,skill_tailoring\recipe_item_material_cotton_string.csv
skill_tailoring,recipe_item_material_linen_string,Linen String,0,2,1.0,,skill_tailoring\recipe_item_material_linen_string.csv
skill_tailoring,recipe_item_material_wool_string,Wool Yarn,0,11,1.4,,skill_tailoring\recipe_item_material_wool_string.csv
skill_leatherworking,recipe_item_material_leather_bands,Leather Band,19,33,3.2,,skill_leatherworking\recipe_item_material_leather_bands.csv
skill_leatherworking,recipe_item_material_leather_string,Leather String,17,31,3.0,,skill_leatherworking\recipe_item_material_leather_string.csv
skill_leatherworking,recipe_item_material_leather_generic_fur,Fur Leather,3,6,1.1,,skill_leatherworking\recipe_item_material_leather_generic_fur.csv
skill_leatherworking,recipe_item_raw_material_medium_animal_hide,Animal Hide,9,21,2.0,,skill_leatherworking\recipe_item_raw_material_medium_animal_hide.csv
skill_leatherworking,recipe_item_raw_material_medium_animal_hide_rough,Rough Animal Hide,0,2,1.0,,skill_leatherworking\recipe_item_raw_material_medium_animal_hide_rough.csv
skill_winery_and_brewing,recipe_activatable_drink_ale_resistancebuff_10,Plain Ale,2,5,1.2,,skill_winery_and_brewing\recipe_activatable_drink_ale_resistancebuff_10.csv
skill_winery_and_brewing,recipe_activatable_drink_ale_maxhp_17,Harvest Gold Ale,6,14,1.8,,skill_winery_and_brewing\recipe_activatable_drink_ale_maxhp_17.csv
skill_winery_and_brewing,recipe_activatable_drink_ale_resistancebuff_18,Meadow Song Ale,7,16,1.8,,skill_winery_and_brewing\recipe_activatable_drink_ale_resistancebuff_18.csv
skill_winery_and_brewing,recipe_activatable_drink_ale_resistancebuff_29,Harvest Glow Ale,20,35,3.9,,skill_winery_and_brewing\recipe_activatable_drink_ale_resistancebuff_29.csv
skill_winery_and_brewing,recipe_activatable_drink_ale_maxhp_42,Duskfire Ale,13,27,2.9,,skill_winery_and_brewing\recipe_activatable_drink_ale_maxhp_42.csv
skill_winery_and_brewing,recipe_activatable_drink_beer_damagebuff_26,Small Beer,14,28,2.7,,skill_winery_and_brewing\recipe_activatable_drink_beer_damagebuff_26.csv
skill_winery_and_brewing,recipe_activatable_drink_beer_damagebuff_37,Summer Brew,22,37,3.8,,skill_winery_and_brewing\recipe_activatable_drink_beer_damagebuff_37.csv
skill_winery_and_brewing,recipe_activatable_drink_beer_damagebuff_49,Bold Winter Stout,26,41,4.7,,skill_winery_and_brewing\recipe_activatable_drink_beer_damagebuff_49.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_maxstamina_2,Small Cider,4,8,1.3,,skill_winery_and_brewing\recipe_activatable_drink_cider_maxstamina_2.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_resistancebuff_5,Strawberry Mead,1,4,1.1,,skill_winery_and_brewing\recipe_activatable_drink_cider_resistancebuff_5.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_maxstamina_7,Shire Gold,0,2,1.1,,skill_winery_and_brewing\recipe_activatable_drink_cider_maxstamina_7.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_resistancebuff_11,Farmhouse Cider,6,12,1.6,,skill_winery_and_brewing\recipe_activatable_drink_cider_resistancebuff_11.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_maxstamina_14,Summer heat,12,25,2.7,,skill_winery_and_brewing\recipe_activatable_drink_cider_maxstamina_14.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_maxstamina_34,Autumn Heat,5,11,1.5,,skill_winery_and_brewing\recipe_activatable_drink_cider_maxstamina_34.csv
skill_winery_and_brewing,recipe_activatable_drink_cider_maxstamina_57,Kerys Cider,19,33,3.7,,skill_winery_and_brewing\recipe_activatable_drink_cider_maxstamina_57.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_staminaregen_8,Weak Mead,9,21,2.1,,skill_winery_and_brewing\recipe_activatable_drink_mead_staminaregen_8.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_staminaregen_16,Blueberry Mead,8,19,2.1,,skill_winery_and_brewing\recipe_activatable_drink_mead_staminaregen_16.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_staminaregen_24,Raspberry Mead,11,24,2.5,,skill_winery_and_brewing\recipe_activatable_drink_mead_staminaregen_24.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_damagebuff_27,Strawberry Mead,14,28,2.9,,skill_winery_and_brewing\recipe_activatable_drink_mead_damagebuff_27.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_staminaregen_36,Red Currant Mead,24,39,4.5,,skill_winery_and_brewing\recipe_activatable_drink_mead_staminaregen_36.csv
skill_winery_and_brewing,recipe_activatable_drink_mead_damagebuff_38,Sweet Mead,19,33,3.4,,skill_winery_and_brewing\recipe_activatable_drink_mead_damagebuff_38.csv
skill_winery_and_brewing,recipe_activatable_drink_wine_maxstamina_22,Lora des Papes,22,37,4.0,,skill_winery_and_brewing\recipe_activatable_drink_wine_maxstamina_22.csv
skill_winery_and_brewing,recipe_activatable_drink_wine_damagebuff_25,Piquette,16,30,3.0,,skill_winery_and_brewing\recipe_activatable_drink_wine_damagebuff_25.csv
skill_winery_and_brewing,recipe_activatable_drink_wine_damagebuff_39,Gallian Red,24,39,4.1,,skill_winery_and_brewing\recipe_activatable_drink_wine_damagebuff_39.csv
skill_winery_and_brewing,recipe_activatable_drink_wine_maxhp_52,Mulled Redwine,25,40,4.3,,skill_winery_and_brewing\recipe_activatable_drink_wine_maxhp_52.csv
skill_winery_and_brewing,recipe_activatable_drink_wine_maxhp_91,Dry White,17,31,3.0,,skill_winery_and_brewing\recipe_activatable_drink_wine_maxhp_91.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_3,Plain Rye Bread,0,5,1.1,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_3.csv
skill_baking,recipe_activatable_foodcooked_bread_resistancebuff_5,Rye and Berry Bread,0,6,1.2,,skill_baking\recipe_activatable_foodcooked_bread_resistancebuff_5.csv
skill_baking,recipe_activatable_foodcooked_bread_maxhp_7,Barley Bread,4,8,1.3,,skill_baking\recipe_activatable_foodcooked_bread_maxhp_7.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_10,Fruity Rye Bread,5,11,1.5,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_10.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_20,Barley and Rye Bread,7,17,1.9,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_20.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_28,Plain Oat Bread,10,23,2.3,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_28.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_44,Rosy Oat Bread,17,31,3.3,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_44.csv
skill_baking,recipe_activatable_foodcooked_bread_maxhp_47,Wheat Raisin Bread,20,34,3.7,,skill_baking\recipe_activatable_foodcooked_bread_maxhp_47.csv
skill_baking,recipe_activatable_foodcooked_bread_hpregen_54,Malt Bread,23,38,4.5,,skill_baking\recipe_activatable_foodcooked_bread_hpregen_54.csv
skill_baking,recipe_activatable_foodcooked_pastry_staminaregen_22,Trail Pie,8,18,1.9,,skill_baking\recipe_activatable_foodcooked_pastry_staminaregen_22.csv
